HELD AT HARVARD,HARVARD PERMALINK,Catalog Link,Judaica - Verified,268,ISBN,Title,Author,Series,Publisher,Year Published,Date_Published,Pages_Thickness,Magazine,Volume_number,Category,Category_2,Request_Number,Library_ID,DOI,Persistent_Identifier,Report_Number,ISBN,FileName,University_Degree,Searched,Found Count: 268,ISSN,Duplication,Searching Category,URL
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366572203941/catalog,,Judaica - Verified,Israel vs. Jews: The Middle East's version of 'apartheid' and the high-tech military industry,978-4-7503-5299-2,イスラエルvs.ユダヤ人 : 中東版「アパルトヘイト」とハイテク軍事産業,"シルヴァン・シペル 著 , 林昌宏 訳",,明石書店,2022,2022.1,397p ; 19cm,,,図書,GE761 302.279,GE761-M22,31913528,,,,978-4-7503-5299-2,イスラエル 201-300,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Israel: as it is,4-00-603058-4,イスラエル : ありのままの姿,栗谷川福子 著,岩波現代文庫 : 社会,岩波書店,2002,2002.4,311p ; 15cm,,,図書,GE761 302.279,GE761-G58,3661235,,,,4-00-603058-4,イスラエル 1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193307803941/catalog,,Judaica - Verified,Israel: A History of National Revival,978-4-89586-162-5,イスラエル : 民族復活の歴史,"ダニエル・ゴーディス 著 , 神藤誉武 訳",,ミルトス,2018,2018.4,485p 図版20p ; 21cm,,,図書,GE761 227.9,GE761-L40,28903633,,,,978-4-89586-162-5,シオニズム 1-88,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990127188930203941/catalog,,Judaica - Verified,Israel: the source of Jewish power,978-4-10-610383-4,イスラエル : ユダヤパワーの源泉,三井美奈 著,新潮新書 ; 383,新潮社,2010,2010.9,204p ; 18cm,,,図書,GE761 302.279,GE761-J35,10993402,,,,978-4-10-610383-4,イスラエル 101-200,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193307703941/catalog,,Judaica - Verified,Israeli Military History: A Panorama of the Endless Conflict,978-4-89063-347-0,イスラエル軍事史 : 終わりなき紛争の全貌,"モルデハイ・バルオン 編著 , 滝川義人 訳",,並木書房,2017,2017.2,465p ; 21cm,,,図書,A81 319.27,A81-L46,27963705,,,,978-4-89063-347-0,イスラエル 1-100,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Israeli religious and cultural history,4-00-021870-0,イスラエル宗教文化史,関根正雄 著,岩波全書セレクション,岩波書店,2005,2005.6,"205, 15p ; 19cm",,,図書,HR17 199,HR17-H1,7815499,,,,4-00-021870-0,イスラエル 101-200,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102625340203941/catalog,,Judaica - Verified,italian jewish landscape,4-00-022145-0,イタリア・ユダヤ人の風景,河島英昭 著,,岩波書店,2004,2004.12,373p ; 20cm,,,図書,GG529 237.06,GG529-H3,7614832,,,,4-00-022145-0,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102619010203941/catalog,,Judaica - Verified,Japan as a Jewish State : The Modern History of Sealing Japan and Judaism,4-19-862121-7,ユダヤ製国家日本 : 日本・ユダヤ封印の近現代史,"マーヴィン.トケイヤー 著 , 加瀬英明 訳",,徳間書店,2006,2006.1,298p ; 20cm,,,図書,GB411 210.6,GB411-H110,8065764,,,,4-19-862121-7,ユダヤ1-100,,Red,,,1,2,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990087383830203941/catalog,,Judaica - Verified,"Japan's Jewish Policy 1931-1945: From the Diplomatic Archives Document ""Jewish Issues""",4-624-11185-0,日本のユダヤ人政策1931-1945 : 外交史料館文書「ユダヤ人問題」から,阪東宏 著,,未來社,2002,2002.5,413p ; 20cm,,,図書,EC134 316.88,EC134-G49,3644693,,,,4-624-11185-0,ユダヤ1-100,,Red,,,1,2,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102621950203941/catalog,,Judaica - Verified,Japanese and Jews written by the Ambassador,4-8061-2494-X,大使が書いた日本人とユダヤ人,"エリ・コーヘン 著 , 青木偉作 訳",,中経出版,2006,2006.8,223p ; 20cm,,,図書,EC225 361.42,EC225-H192,8291375,,,,4-8061-2494-X,ユダヤ101-200,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990088260230203941/catalog,,Judaica - Verified,Jesus the Jew: A Dialogue Between Christianity and Judaism,4-400-12100-3,ユダヤ人イエス : キリスト教とユダヤ教の対話,"ダーフィト・フルッサー 著 , 武田武長, 武田新 訳",,新教出版社,2000,2000.9,211p ; 19cm,,,図書,HP54 192.8,HP54-G90,3003679,,,,4-400-12100-3,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990127244580203941/catalog,,Judaica - Verified,Jewish Biographical Encyclopedia,978-4-490-10791-3,ユダヤ人名事典,"ジョアン・コメイ 著 , ラヴィナ・コーン・シェルボク 改訂 , 滝川義人 訳",,東京堂出版,2010,2010.12,482p ; 23cm,,,図書,GE12 282.03,GE12-J7,11077633,,,,978-4-490-10791-3,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990146313350203941/catalog,,Judaica - Verified,Jewish Debates in Modern Japan,978-4-7842-1842-4,近代日本のユダヤ論議,宮澤正典 著,,思文閣出版,2015,2015.12,"273,79p ; 22cm",,,図書,EC134 316.88,EC134-L18,27025606,,,,978-4-7842-1842-4,イスラエル 501-600,,Red,,,1,2,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102619190203941/catalog,,Judaica - Verified,Jewish Encyclopedia,4-7521-0137-8,ユダヤ大事典,ユダヤ大事典編纂委員会 編,,荒地出版社,2006,2006.2,294p ; 21cm,,,図書,GE761 227.9,GE761-H56,8065688,,,,4-7521-0137-8,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990088768770203941/catalog,,Judaica - Verified,Jewish historical map,4-7503-1334-3,ユダヤ人の歴史地図,"マーティン・ギルバート 著 , 池田智 訳",,明石書店,2000,2000.9,177p ; 27cm,,,図書,GE761 227.9,GE761-G48,2932968,,,,4-7503-1334-3,ユダヤ1-100,,Red,,,1,2,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178308303941/catalog,,Judaica - Verified,Jewish History and Occupation in Literature,978-4-7791-2182-1,文学で読むユダヤ人の歴史と職業,佐川和茂 著,,彩流社,2015,2015.12,"240,12p ; 19cm",,,図書,EC134 316.88,EC134-L17,26914697,,,,978-4-7791-2182-1,イスラエル 401-500,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102632640203941/catalog,,Judaica - Verified,Jewish mentality,4-13-010406-3,ユダヤ教の精神構造,市川裕 著,,東京大学出版会,2004,2004.4,"346, 7p ; 22cm",,,図書,HR11 199,HR11-H6,7356648,,,,4-13-010406-3,タルムード 1-100,,Red,,,1,2,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990087900610203941/catalog,,Judaica - Verified,Jewish marriage,4-7733-6805-5,ユダヤ人の婚姻,山本祐策 著,近代文芸社新書,近代文芸社,2001,2001.3,203p ; 18cm,,,図書,A143 322.2,A143-G3,2977980,,,,4-7733-6805-5,タルムード 201-300,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Jewish National Economic History,4-7948-9953-X,ユダヤ民族経済史,湯浅赳男 著,Shinhyoron selection ; 47,新評論,2002,2002.12,369p ; 19cm,,,図書,EC134 316.88,EC134-H25,7495516,,,,4-7948-9953-X,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/99153760334403941/catalog,,Judaica - Verified,Jewish People and Religion: The Way of Israel,4-00-412163-9,ユダヤの民と宗教 : イスラエルの道,"A.シーグフリード 著 , 鈴木一郎 訳",岩波新書,岩波書店,1967,1967.8372,191p ; 18cm,,,図書,HR11 199,HR11-H1,4176676,,,,4-00-412163-9,イスラエル 101-200,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178187903941/catalog,,Judaica - Verified,Jewish Origins: How History Was Created,978-4-480-09799-6,ユダヤ人の起源 : 歴史はどのように創作されたのか,"シュロモー・サンド 著 , 高橋武智 監訳 , 佐々木康之, 木村高子 訳",ちくま学芸文庫 ; サ38-1,筑摩書房,2017,2017.7,"609,42p ; 15cm",,,図書,GE761 227.9,GE761-L35,28309072,,,,978-4-480-09799-6,ヘブライ語 から 101 -149,,Red,,,1,2,
Not Found,No Permalink Found,,Judaica - Verified,Jewish Philanthropic Studies,,ユダヤ慈善研究,田中利光 [著],,[田中利光],2013,2013,1冊,,,博士論文,UT51,UT51-2013-J531,24954702,,,,,ユダヤ1-100,首都大学東京 博士(社会福祉学),Red,,,1,2,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178191103941/catalog,,Judaica - Verified,Jewish Philanthropic Studies,978-4-7642-7388-7,ユダヤ慈善研究,田中利光 著,,教文館,2014,2014.11,354p ; 22cm,,,図書,HR19 199,HR19-L1,25936273,,,,978-4-7642-7388-7,ユダヤ1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366571403941/catalog,,Judaica - Verified,Jewish Spiritual Structure Enlarged New Edition,978-4-13-010416-6,ユダヤ教の精神構造 増補新装版,市川裕 著,,東京大学出版会,2020,2020.5,"378,7p ; 22cm",,,図書,HR11 199,HR11-M3,30364610,,,,978-4-13-010416-6,タルムード 1-100,,Red,,,1,2,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178190903941/catalog,,Judaica - Verified,Jews and Autonomy : Rise and Fall of Diaspora Communities in Central and Eastern Europe and Russia,978-4-00-025426-7,ユダヤ人と自治 : 中東欧・ロシアにおけるディアスポラ共同体の興亡,"赤尾光春, 向井直己 編",,岩波書店,2017,2017.3,329p ; 22cm,,,図書,A65 316.88,A65-L13,28016374,,,,978-4-00-025426-7,イディッシュ 1-45,,Red,,,1,1,
Held Online; Not in Widener/Yenching,https://id.lib.harvard.edu/alma/99154269120803941/catalog,,Judaica - Verified,Jews and Judaism,978-4-00-431755-5,ユダヤ人とユダヤ教,市川裕 著,岩波新書 新赤版 ; 1755,岩波書店,2019,2019.1,189p ; 18cm,,,図書,GE761 227.9,GE761-M4,29400361,,,,978-4-00-431755-5,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990121698070203941/catalog,,Judaica - Verified,Jews and the British Empire,978-4-00-025403-8,ユダヤ人とイギリス帝国,度会好一 著,,岩波書店,2007,2007.11,"273, 30p ; 20cm",,,図書,EC134 316.88,EC134-J1,9185752,,,,978-4-00-025403-8,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990111401200203941/catalog,,Judaica - Verified,"Jews in Kaifeng, China",978-4-409-51057-5,中国・開封のユダヤ人,小岸昭 著,,人文書院,2007,2007.4,285p ; 20cm,,,図書,EC134 316.88,EC134-H43,8563715,,,,978-4-409-51057-5,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990088692630203941/catalog,,Judaica - Verified,Jews of America,4-7503-1460-9,アメリカのユダヤ人,"チャールズ・E.シルバーマン 著 , 武田尚子 訳",,明石書店,2001,2001.9,405p ; 20cm,,,図書,EC134 316.88,EC134-G41,3027960,,,,4-7503-1460-9,ユダヤ1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990121634610203941/catalog,,Judaica - Verified,Jews unknown to Japanese,978-4-09-379806-8,日本人の知らないユダヤ人,石角完爾 著,,小学館,2009,2009.11,221p ; 20cm,,,図書,EC134 316.88,EC134-J21,10614565,,,,978-4-09-379806-8,ユダヤ1-100,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Journal of Pig Culture: Jews and Christians,4-7601-2003-3,豚の文化誌 : ユダヤ人とキリスト教徒,"クロディーヌ・ファーブル=ヴァサス 著 , 宇京頼三 訳",,柏書房,2000,2000.11,"316, 5p ; 21cm",,,図書,GG77 382.3,GG77-G30,2943046,,,,4-7601-2003-3,ユダヤ1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193306703941/catalog,,Judaica - Verified,"Judaism : history, faith, culture",978-4-7642-6716-9,ユダヤ教 : 歴史・信仰・文化,"G.シュテンベルガー 著 , A.ルスターホルツ, 野口崇子 訳",,教文館,2015,2015.3,"210,13p ; 19cm",,,図書,HR11 199,HR11-L4,26272504,,,,978-4-7642-6716-9,ユダヤ1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178308703941/catalog,,Judaica - Verified,Judaism and Christianity,978-4-86376-076-9,ユダヤ教とキリスト教,上智大学キリスト教文化研究所 編,,リトン,2019,2019.1,206p ; 19cm,,,図書,HR11 199.04,HR11-M1,30009933,,,,978-4-86376-076-9,ホロコースト101-200,,Red,,,1,2,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102598870203941/catalog,,Judaica - Verified,Judaism: The Story of Israel and Eternity,4-7642-6651-2,ユダヤ教 : イスラエルと永遠の物語,"J.ニューズナー 著 , 山森みか 訳",,教文館,2005,2005.4,"395, 20p ; 20cm",,,図書,HR11 199,HR11-H16,7738302,,,,4-7642-6651-2,イスラエル 101-200,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102634180203941/catalog,,Judaica - Verified,Karl Barth and the Jewish Problem : With Prof. E. Busch Again,4-400-40719-5,カール・バルトとユダヤ人問題 : 再びE・ブッシュ教授を迎えて,"小川圭治, 寺園喜基 編",新教コイノーニア ; v.20,新教出版社,2004,2004.4,149p ; 21cm,,,図書,HP43 191.9,HP43-H24,7347206,,,,4-400-40719-5,イスラエル 601-700,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Kibbutz Samar: Kibbutz in the Southern Desert of Israel,,キブッツ・サマール : イスラエル南部砂漠のキブッツ,水谷徹哉 著,アフロ・ユーラシア内陸乾燥地文明研究叢書 ; 4,アフロ・ユーラシア内陸乾燥地文明研究会,2012,2012.3,115p ; 26cm,,,図書,DM256 611.76,DM256-J15,23753186,,,,,イスラエル 201-300,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990127035180203941/catalog,,Judaica - Verified,Living in the Shadow of the Holocaust: Representation and Inheritance in Jewish Literature,978-4-87919-595-1,ホロコーストの影を生きて : ユダヤ系文学の表象と継承,佐川和茂 著,青山学院大学総合研究所叢書,三交社,2009,2009.5,255p ; 20cm,,,図書,KE185 902.09,KE185-J15,10123623,,,,978-4-87919-595-1,ホロコースト101-200,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102630320203941/catalog,,Judaica - Verified,Make money with Jewish stocks!,4-7667-8306-9,ユダヤ株で儲けろ!,板垣英憲 著,,経済界,2004,2004.7,253p ; 19cm,,,図書,DF199 338.183,DF199-H337,7642717,,,,4-7667-8306-9,ユダヤ1-100,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Old Testament 2 (History) Desktop Edition,4-00-026308-0,旧約聖書 2(歴史書) 机上版,旧約聖書翻訳委員会 訳,,岩波書店,2005,2005.2,"588, 20p 図版20枚 ; 22cm",,,図書,HP18 193.2,HP18-H70,7931807,,,,4-00-026308-0,ヘブライ語 から 101 -149,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Old Testament 3,4-00-026183-5,旧約聖書 3,旧約聖書翻訳委員会 訳,,岩波書店,2005,2005.4,"837, 35p 図版5p ; 19cm",,,図書,HP16 193.1,HP16-H30,7731168,,,,4-00-026183-5,ヘブライ語 から 101 -149,,Red,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Old Testament 4 (Books) Desktop Edition,4-00-026310-2,旧約聖書 4(諸書) 机上版,旧約聖書翻訳委員会 訳,,岩波書店,2005,2005.8,"1079, 55p ; 22cm",,,図書,HP18 193.2,HP18-H82,8017163,,,,4-00-026310-2,ヘブライ語 から 101 -149,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366571903941/catalog,,Judaica - Verified,Palestine/Israel theory,978-4-908672-37-8,パレスチナ/イスラエル論,早尾貴紀 著,,有志舎,2020,2020.3,329p ; 20cm,,,図書,A81 319.279,A81-M4,30244792,,,,978-4-908672-37-8,イスラエル 1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178309503941/catalog,,Judaica - Verified,"Palestinians in Israel: Segregation, Discrimination, and Democracy",978-4-588-60351-8,イスラエル内パレスチナ人 : 隔離・差別・民主主義,"ベン・ホワイト 著 , 脇浜義明 訳",サピエンティア ; 51,法政大学出版局,2018,2018.2,"252,15p ; 20cm",,,図書,A68-I8 316.8279,A68-I8-L1,28822103,,,,978-4-588-60351-8,イスラエル 101-200,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193309603941/catalog,,Judaica - Verified,Rabbi Nahman's Meditation Recommendations,978-4-89586-161-8,ラビ・ナフマンの瞑想のすすめ,"ラビ・ナフマン, ラビ・ナタン 著 , 河合一充 訳",,ミルトス,2016,2016.6,142p ; 19cm,,,図書,HR11 199,HR11-L6,27332143,,,,978-4-89586-161-8,ヘブライ語 から 1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193306203941/catalog,,Judaica - Verified,Reading American Jewish Literature: The Imagination of the Diaspora,978-4-89219-419-1,アメリカ・ユダヤ文学を読む : ディアスポラの想像力,"邦高忠二, 稲田武彦 著",,風濤社,2016,2016.1,353p ; 20cm,,,図書,KS184 930.29,KS184-L54,27594987,,,,978-4-89219-419-1,イディッシュ 1-45,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178189703941/catalog,,Judaica - Verified,Religious History of Ancient Israel: From Prehistory to the Establishment of Judaism and Christianity,978-4-7642-7439-6,古代イスラエル宗教史 : 先史時代からユダヤ教・キリスト教の成立まで,"M.ティリー, W.ツヴィッケル 著 , 山我哲雄 訳",,教文館,2020,2020.1,336p ; 22cm,,,図書,HK41 162.279,HK41-M5,30207266,,,,978-4-7642-7439-6,イスラエル 201-300,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178188303941/catalog,,Judaica - Verified,"Rest in peace, my father is taking a nap: Jewish folklore",978-4-00-114229-7,お静かに、父が昼寝しております : ユダヤの民話,母袋夏生 編訳,岩波少年文庫 ; 229,岩波書店,2015,2015.12,"280,2p ; 18cm",,,図書,Y7 388.279,Y7-N16-L19,26917565,,,,978-4-00-114229-7,ヘブライ語 から 101 -149,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178309403941/catalog,,Judaica - Verified,Ten myths about Israel,978-4-588-60355-6,イスラエルに関する十の神話,"イラン・パペ 著 , 脇浜義明 訳",サピエンティア ; 55,法政大学出版局,2018,2018.11,"295,6p ; 20cm",,,図書,GE761 227.9,GE761-M3,29331161,,,,978-4-588-60355-6,イスラエル 1-100,,Red,,,1,1,
Held Online; Not in Widener/Yenching,https://id.lib.harvard.edu/alma/990129988570203941/catalog,,Judaica - Verified,The Case for Israel: Misconceptions and Truths in the Middle East Conflict,978-4-89586-150-2,ケース・フォー・イスラエル : 中東紛争の誤解と真実,"アラン・ダーショウィッツ 著 , 滝川義人 訳",,ミルトス,2010,2010.5,325p ; 21cm,,,図書,GE761 227.9,GE761-J32,10869022,,,,978-4-89586-150-2,イスラエル 1-100,,Red,,1368-4795,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366572603941/catalog,,Judaica - Verified,The complete history of Israeli intelligence assassination operations,978-4-15-209943-3,イスラエル諜報機関暗殺作戦全史 上,"ロネン・バーグマン 著 , 小谷賢 監訳 , 山田美明, 長尾莉紗, 飯塚久道 訳",,早川書房,2020,2020.6,542p ; 20cm,,,図書,GE761 312.279,GE761-M12,30419658,,,,978-4-15-209943-3,イスラエル 101-200,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366574203941/catalog,,Judaica - Verified,The complete history of the Israeli intelligence service assassination operation,978-4-15-209944-0,イスラエル諜報機関暗殺作戦全史 下,"ロネン・バーグマン 著 , 小谷賢 監訳 , 山田美明, 長尾莉紗, 飯塚久道 訳",,早川書房,2020,2020.6,478p ; 20cm,,,図書,GE761 312.279,GE761-M13,30419659,,,,978-4-15-209944-0,イスラエル 101-200,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990148847140203941/catalog,,Judaica - Verified,The history of the transition of the Japanese view of Jews,978-4-8460-1490-2,日本人の〈ユダヤ人観〉変遷史,松浦寛 著,,論創社,2016,2016.12,321p ; 22cm,,,図書,EC134 316.88,EC134-L25,27700594,,,,978-4-8460-1490-2,ユダヤ1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155196683203941/catalog,,Judaica - Verified,The Holocaust: Six Female Storytellers,978-4-89469-193-3,ホロコースト : 女性6人の語り部,大内田わこ 著,,東銀座出版社,2017,2017.6,144p ; 19cm,,,図書,GA82 209.74,GA82-L57,28317427,,,,978-4-89469-193-3,アンネ・フランク1-99,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193306603941/catalog,,Judaica - Verified,The Jewish Gospels: The Story of Christ in Judaism,978-4-7642-6710-7,ユダヤ教の福音書 : ユダヤ教の枠内のキリストの物語,"ダニエル・ボヤーリン 著 , 土岐健治 訳",,教文館,2013,2013.12,"261,15p ; 19cm",,,図書,HR11 199,HR11-L3,25107737,,,,978-4-7642-6710-7,ユダヤ1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366572703941/catalog,,Judaica - Verified,The Origins of Israel: A Country Created by Russian Jews,978-4-06-521571-5,イスラエルの起源 : ロシア・ユダヤ人が作った国,鶴見太郎 著,講談社選書メチエ ; 738,講談社,2020,2020.11,290p ; 19cm,,,図書,A65 316.88,A65-M2,30718454,,,,978-4-06-521571-5,イスラエル 201-300,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990117623120203941/catalog,,Judaica - Verified,The Power of the Diaspora: An Essay on the Modernity of Jewish Culture,978-4-582-70275-0,ディアスポラの力 : ユダヤ文化の今日性をめぐる試論,"ジョナサン・ボヤーリン, ダニエル・ボヤーリン 著 , 赤尾光春, 早尾貴紀 訳",,平凡社,2008,2008.6,417p ; 20cm,,,図書,EC134 316.88,EC134-J8,9412216,,,,978-4-582-70275-0,タルムード 201-300,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366572003941/catalog,,Judaica - Verified,The Space of Nationalism: Memorial and Representation of the Dead in Israel,978-4-86110-722-1,ナショナリズムの空間 : イスラエルにおける死者の記念と表象,今野泰三 著,,春風社,2021,2021.3,"278, 14 p ; 20 cm",,,図書,A38 311.3,A38-M14,31375891,,,,978-4-86110-722-1,イスラエル 1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102628660203941/catalog,,Judaica - Verified,The strange relationship between Jews and Japanese,4-88086-170-7,ユダヤ人と日本人の不思議な関係,"ベン=アミー・シロニー 著 , 立木勝 訳",,成甲書房,2004,2004.11,314p ; 19cm,,,図書,EC225 361.42,EC225-H137,7806004,,,,4-88086-170-7,ユダヤ1-100,,Red,,,1,2,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102636460203941/catalog,,Judaica - Verified,Thoughts of Ancient Israel : Old Testament Prophets,4-06-159633-0,古代イスラエルの思想 : 旧約の預言者たち,関根正雄 [著],講談社学術文庫,講談社,2004,2004.1,412p ; 15cm,,,図書,HP16 193.1,HP16-H13,4329452,,,,4-06-159633-0,イスラエル 1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193300003941/catalog,,Judaica - Verified,To My Dear Palestinian Neighbors: Letters from Israeli Jews,978-4-89586-163-2,わが親愛なるパレスチナ隣人へ : イスラエルのユダヤ人からの手紙,"ヨッシー・クライン・ハレヴィ 著 , 神藤誉武 訳",,ミルトス,2019,2019.4,282p ; 20cm,,,図書,A81 319.279,A81-M1,29639153,,,,978-4-89586-163-2,イスラエル 1-100,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366573403941/catalog,,Judaica - Verified,Under One Covenant Arc: A Theological Reflection on the Jewish Question,978-4-400-30572-9,ただ一つの契約の弧のもとで : ユダヤ人問題の神学的省察,武田武長 著,,新教出版社,2020,2020.12,239p ; 20cm,,,図書,HP41 191,HP41-M54,31186340,,,,978-4-400-30572-9,イスラエル 401-500,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102613790203941/catalog,,Judaica - Verified,Why America Loves Israel: The Jewish Lobby Wields Superpowers,4-478-17057-6,アメリカはなぜイスラエルを偏愛するのか : 超大国に力を振るうユダヤ・ロビー,佐藤唯行 著,,ダイヤモンド社,2006,2006.11,228p ; 20cm,,,図書,A99-UI8 319.530279,A99-UI8-H1,8386076,,,,4-478-17057-6,イスラエル 201-300,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366571803941/catalog,,Judaica - Verified,"Why do the world's elites pay attention to ""Israel""?",978-4-492-50319-5,世界のエリートはなぜ「イスラエル」に注目するのか,新井均 著,,東洋経済新報社,2020,2020.6,240p ; 19cm,,,図書,GE761 302.279,GE761-M11,30400459,,,,978-4-492-50319-5,イスラエル 101-200,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990095345840203941/catalog,,Judaica - Verified,"Why Japan Didn't Persecute the Jews : Harbin, Kobe and Shanghai in the Nazi Era",4-8295-0338-6,日本はなぜユダヤ人を迫害しなかったのか : ナチス時代のハルビン・神戸・上海,"ハインツ・エーバーハルト・マウル 著 , 黒川剛 訳",,芙蓉書房出版,2004,2004.1,230p ; 20cm,,,図書,EC134 316.88,EC134-H18,4339325,,,,4-8295-0338-6,反ユダヤ主義1-94,,Red,,,1,1,
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178191603941/catalog,,Judaica - Verified,World Yiddish Short Story Selection,978-4-00-377004-7,世界イディッシュ短篇選,西成彦 編訳,岩波文庫 ; 37-771-1,岩波書店,2018,2018.1,345p ; 15cm,,,図書,KS318 949.93,KS318-L5,28730119,,,,978-4-00-377004-7,イディッシュ語 から 1-19,,Red,,,1,2,
